# OTU,ROOT,MAIN.GENOME,DOMAIN,KINGDOM,SUPER.PHYLUM,PHYLUM,CLASS,ORDER,FAMILY
OTU_13710,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, MD2896-B216,Unclassified_MD2896-B216,Unclassified_MD2896-B216,Unclassified_MD2896-B216
OTU_13719,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Actinobacteriota, Actinobacteria, Streptosporangiales, Thermomonosporaceae
OTU_13724,root, Main genome, Bacteria, Bacteria (superkingdom), Nitrospinae Tectomicrobia group, Modulibacteria, Moduliflexia, Moduliflexales, Moduliflexaceae
OTU_1373,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcaceae
OTU_13775,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Euryarchaeota,Unclassified_Euryarchaeota,Unclassified_Euryarchaeota,Unclassified_Euryarchaeota
OTU_1378,root, Main genome, Bacteria, Bacteria (superkingdom), PVC group (Planctobacteria), Verrucomicrobiota, Omnitrophia, Omnitrophales, koll11
OTU_13787,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae
OTU_13838,root, Main genome, Bacteria, Bacteria (superkingdom), FCB group, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae
OTU_13889,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Alcanivoracaceae1
OTU_13897,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Desulfobacterota, Desulfuromonadia, Desulfuromonadales, Desulfuromonadaceae
OTU_14018,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Arenicellales, Arenicellaceae
OTU_14020,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Chloroflexi, Gitt-GS-136,Unclassified_Gitt-GS-136,Unclassified_Gitt-GS-136
OTU_14021,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Micavibrionales,Unclassified_Micavibrionales
OTU_14029,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Alphaproteobacteria, Rickettsiales, Candidatus Jidaibacter family incertae sedis
OTU_14032,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Piscirickettsiales,Unclassified_Piscirickettsiales
OTU_14049,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, WWE3,Unclassified_WWE3,Unclassified_WWE3,Unclassified_WWE3
OTU_14074,root, Main genome, Archaea, Archaea (superkingdom), Euryarchaea sensu lato superphylum, Thermoplasmatota,Unclassified_Thermoplasmatota,Unclassified_Thermoplasmatota,Unclassified_Thermoplasmatota
OTU_14076,root, Main genome, Bacteria, Bacteria (superkingdom), Terrabacteria, Deinococcota, Deinococci, Deinococcales,Unclassified_Deinococcales
OTU_14101,root, Main genome, Archaea, Archaea (superkingdom), DPANN, Micrarchaeota, Micrarchaeia, Micrarchaeales, CG1
OTU_1419,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Gammaproteobacteria, Enterobacterales, Psychromonadaceae
OTU_14209,root, Main genome, Bacteria, Bacteria (superkingdom), Proteobacteria superphylum, Proteobacteria, Zetaproteobacteria, Mariprofundales, Mariprofundaceae
