"","ROOT","MAIN.GENOME","DOMAIN","KINGDOM","SUPER.PHYLUM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"OTU_4682","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales","Unclassified_Phycisphaerales"
"OTU_4683","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Brocadiae","Unclassified_Brocadiae","Unclassified_Brocadiae","Unclassified_Brocadiae","Unclassified_Brocadiae"
"OTU_4684","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Rhizobiaceae","Unclassified_Rhizobiaceae","Unclassified_Rhizobiaceae"
"OTU_4685","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190"
"OTU_4686","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria","Unclassified_Gammaproteobacteria"
"OTU_4687","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190","Unclassified_OM190"
"OTU_4688","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria","Unclassified_Zixibacteria"
"OTU_4689","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Micromonosporales"," Micromonosporaceae"," Actinoplanes","Unclassified_Actinoplanes"
"OTU_4690","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_4691","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia"
"OTU_4692","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Thermoleophilia"," Gaiellales","Unclassified_Gaiellales","Unclassified_Gaiellales","Unclassified_Gaiellales"
"OTU_4693","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Bdellovibrionota"," Bdellovibrionia"," Bacteriovoracales"," Bacteriovoracaceae","Unclassified_Bacteriovoracaceae","Unclassified_Bacteriovoracaceae"
"OTU_4694","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales"," Crocinitomicaceae","Unclassified_Crocinitomicaceae","Unclassified_Crocinitomicaceae"
"OTU_4695","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Diplorickettsiales","Unclassified_Diplorickettsiales","Unclassified_Diplorickettsiales","Unclassified_Diplorickettsiales"
"OTU_4696","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," Burkholderiaceae"," Burkholderia-Caballeronia-Paraburkholderia","Unclassified_Burkholderia-Caballeronia-Paraburkholderia"
"OTU_4697","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia"
"OTU_4698","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage","Unclassified_Pla3 lineage"
"OTU_4699","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," t0.6.f","Unclassified_t0.6.f","Unclassified_t0.6.f","Unclassified_t0.6.f"
"OTU_47","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade","Unclassified_SAR202 clade"
"OTU_470","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," CCM11a","Unclassified_CCM11a","Unclassified_CCM11a","Unclassified_CCM11a"
"OTU_4700","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia"
"OTU_4701","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria","Unclassified_Parcubacteria"
"OTU_4702","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Elusimicrobiota superphylum"," Elusimicrobiota"," Elusimicrobia"," Lineage IV","Unclassified_Lineage IV","Unclassified_Lineage IV","Unclassified_Lineage IV"
"OTU_4703","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria","Unclassified_Terrabacteria"
"OTU_4704","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," t0.6.f","Unclassified_t0.6.f","Unclassified_t0.6.f","Unclassified_t0.6.f"
"OTU_4705","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_4706","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Clostridia vadinBB60 group","Unclassified_Clostridia vadinBB60 group","Unclassified_Clostridia vadinBB60 group","Unclassified_Clostridia vadinBB60 group"
"OTU_4707","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales","Unclassified_Chitinophagales","Unclassified_Chitinophagales","Unclassified_Chitinophagales"
"OTU_4708","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia","Unclassified_Dehalococcoidia"
"OTU_4709","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Porticoccaceae"," SAR92 clade","Unclassified_SAR92 clade"
"OTU_471","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Bacilli"," Lactobacillales","Unclassified_Lactobacillales","Unclassified_Lactobacillales","Unclassified_Lactobacillales"
"OTU_4711","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," Napoli-4B-65","Unclassified_Napoli-4B-65","Unclassified_Napoli-4B-65","Unclassified_Napoli-4B-65"
"OTU_4712","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," MB-C2-126","Unclassified_MB-C2-126","Unclassified_MB-C2-126","Unclassified_MB-C2-126"
"OTU_4713","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Xanthobacteraceae"," Variibacter","Unclassified_Variibacter"
"OTU_4714","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Thermoleophilia"," Solirubrobacterales"," Solirubrobacteraceae","Unclassified_Solirubrobacteraceae","Unclassified_Solirubrobacteraceae"
"OTU_4715","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae","Unclassified_Sphingobacteriaceae","Unclassified_Sphingobacteriaceae"
"OTU_4716","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Micrococcales"," Microbacteriaceae","Unclassified_Microbacteriaceae","Unclassified_Microbacteriaceae"
"OTU_4717","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Isosphaerales"," Isosphaeraceae","Unclassified_Isosphaeraceae","Unclassified_Isosphaeraceae"
"OTU_4718","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Acidimicrobiia"," Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales","Unclassified_Microtrichales"
"OTU_4719","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139","Unclassified_BHI80-139"
"OTU_472","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Bacilli"," Bacillales","Unclassified_Bacillales","Unclassified_Bacillales","Unclassified_Bacillales"
"OTU_4720","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota","Unclassified_Nanoarchaeota"
"OTU_4722","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Thermoanaerobaculia"," Thermoanaerobaculales"," Thermoanaerobaculaceae"," Subgroup 10","Unclassified_Subgroup 10"
"OTU_4723","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," Tepidisphaerales"," WD2101 soil group","Unclassified_WD2101 soil group","Unclassified_WD2101 soil group"
"OTU_4724","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Xanthomonadales"," Rhodanobacteraceae","Unclassified_Rhodanobacteraceae","Unclassified_Rhodanobacteraceae"
"OTU_4725","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Gemmatimonadota"," Gemmatimonadetes"," Gemmatimonadales"," Gemmatimonadaceae","Unclassified_Gemmatimonadaceae","Unclassified_Gemmatimonadaceae"
"OTU_4727","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Desulfobacterota"," Desulfuromonadia"," PB19","Unclassified_PB19","Unclassified_PB19","Unclassified_PB19"
"OTU_4728","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," Beijerinckiaceae"," Salinarimonas","Unclassified_Salinarimonas"
"OTU_4729","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Emticicia","Unclassified_Emticicia"
"OTU_473","root"," Main genome"," Archaea"," Archaea (superkingdom)"," DPANN"," Nanoarchaeota"," Nanoarchaeia"," Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales","Unclassified_Woesearchaeales"
"OTU_4730","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," GIF9","Unclassified_GIF9","Unclassified_GIF9","Unclassified_GIF9"
"OTU_4731","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Gemmatales"," Gemmataceae"," Gemmata","Unclassified_Gemmata"
"OTU_4732","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Firmicutes"," Clostridia"," Lachnospirales"," Lachnospiraceae"," Lachnospiraceae NK4A136 group","Unclassified_Lachnospiraceae NK4A136 group"
"OTU_4734","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Vicinamibacteria"," Vicinamibacterales (Acidobacteria group 6)"," Vicinamibacteraceae","Unclassified_Vicinamibacteraceae","Unclassified_Vicinamibacteraceae"
"OTU_4735","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Caulobacterales"," Caulobacteraceae","Unclassified_Caulobacteraceae","Unclassified_Caulobacteraceae"
"OTU_4736","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Thermoleophilia"," Solirubrobacterales"," Solirubrobacteraceae","Unclassified_Solirubrobacteraceae","Unclassified_Solirubrobacteraceae"
"OTU_4738","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales","Unclassified_Rhizobiales","Unclassified_Rhizobiales","Unclassified_Rhizobiales"
"OTU_4739","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Gemmatimonadota"," S0134 terrestrial group","Unclassified_S0134 terrestrial group","Unclassified_S0134 terrestrial group","Unclassified_S0134 terrestrial group","Unclassified_S0134 terrestrial group"
"OTU_474","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," vadinBA26","Unclassified_vadinBA26","Unclassified_vadinBA26","Unclassified_vadinBA26"
"OTU_4740","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Micrococcales"," Microbacteriaceae"," Pseudoclavibacter"," Pseudoclavibacter helvolus"
"OTU_4741","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Chitinophagaceae"," Flaviaesturariibacter","Unclassified_Flaviaesturariibacter"
"OTU_4742","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Sphingomonadales"," Sphingomonadaceae","Unclassified_Sphingomonadaceae","Unclassified_Sphingomonadaceae"
"OTU_4743","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Acidimicrobiia"," Microtrichales"," Ilumatobacteraceae"," CL500-29 marine group","Unclassified_CL500-29 marine group"
"OTU_4745","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Propionibacteriales"," Nocardioidaceae"," Aeromicrobium","Unclassified_Aeromicrobium"
"OTU_4746","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Chitinophagaceae"," Ferruginibacter","Unclassified_Ferruginibacter"
"OTU_4747","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Actinobacteriota"," Actinobacteria"," Frankiales"," Acidothermaceae","Unclassified_Acidothermaceae","Unclassified_Acidothermaceae"
"OTU_4748","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Caulobacterales"," Caulobacteraceae"," Asticcacaulis"," Asticcacaulis endophyticus"
"OTU_4749","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Alphaproteobacteria"," Rhodobacterales"," Rhodobacteraceae"," Rubellimicrobium","Unclassified_Rubellimicrobium"
"OTU_475","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Phycisphaerae"," MSBL9"," SG8-4","Unclassified_SG8-4","Unclassified_SG8-4"
"OTU_4750","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Proteobacteria"," Gammaproteobacteria"," Burkholderiales"," A21b","Unclassified_A21b","Unclassified_A21b"
"OTU_4751","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Saccharimonadia"," Saccharimonadales class incertae sedis"," Saccharimonadales","Unclassified_Saccharimonadales","Unclassified_Saccharimonadales","Unclassified_Saccharimonadales"
"OTU_4752","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," Myxococcota"," Polyangia"," Polyangiales"," Sandaracinaceae"," Sandaracinus","Unclassified_Sandaracinus"
"OTU_4753","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Sphingobacteriales"," env.OPS 17","Unclassified_env.OPS 17","Unclassified_env.OPS 17"
"OTU_4754","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Chitinophagaceae"," Aurantisolimonas","Unclassified_Aurantisolimonas"
"OTU_4755","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Proteobacteria superphylum"," SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)","Unclassified_SAR324 clade(Marine group B)"
"OTU_4756","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Flavobacteriales","Unclassified_Flavobacteriales","Unclassified_Flavobacteriales","Unclassified_Flavobacteriales"
"OTU_4757","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," FCB group"," Bacteroidota"," Bacteroidia"," Chitinophagales"," Chitinophagaceae","Unclassified_Chitinophagaceae","Unclassified_Chitinophagaceae"
"OTU_4758","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," PVC group (Planctobacteria)"," Planctomycetota"," Planctomycetes"," Pirellulales"," Pirellulaceae"," Pir4 lineage","Unclassified_Pir4 lineage"
"OTU_4759","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Acidobacteria superphylum"," Acidobacteriota"," Vicinamibacteria"," Acidobacteria group 17","Unclassified_Acidobacteria group 17","Unclassified_Acidobacteria group 17","Unclassified_Acidobacteria group 17"
"OTU_476","root"," Main genome"," Bacteria"," Bacteria (superkingdom)"," Terrabacteria"," Chloroflexi"," Dehalococcoidia"," vadinBA26","Unclassified_vadinBA26","Unclassified_vadinBA26","Unclassified_vadinBA26"
